# Variation explained: 0.64691 0.06365 0.05175 0.03456 0.02823 0.0242 0.02164 0.01984 0.01628 0.01459 0.01256 0.01058 0.00936 0.00779 0.00596 0.0051 0.00417 0.00391 0.00316 0.00289 0.00271 0.00197 0.00176 0.00148 0.0014 0.00102 0.00091 0.00078 0.00049 0.00034 0
MAG	0.17238965709016
MOG	0.172723501952813
UGT8	0.166226735611464
FA2H	0.166053594855238
TF	0.171747553198419
EVI2A	0.159220877582033
ASPA	0.173054378291629
MBP	0.0986352329283714
GPR37	0.170281554926101
ERBB3	0.172307749487087
MAL	0.172286056029289
ELOVL1	0.174557255630241
APOD	0.0849974806501167
PLLP	0.173400605558363
MOBP	0.116889035823574
SOX10	0.166777518443903
PDE8A	0.162920199801583
VAMP3	0.144216986909291
NKX2-2	0.16559954067629
OLIG2	0.158591945370739
LPAR1	0.145331230417359
PLA2G16	0.175659072694972
GLTP	0.16199217470676
TPPP3	0.158937525729198
KCNJ10	0.126016756713022
EFHD1	0.168638773281421
LITAF	0.172691359346647
GSN	0.168962205323811
GAL3ST1	0.167981823216732
CDC42EP1	0.161510501337576
SLC44A1	0.117474516051992
NDRG1	0.154980550074991
TGFA	0.160152212084154
PLP1	0.163875595053493
PTGDS	0.121449938821898
GATM	0.120317989971292
PHLDB1	0.134629155674307
TESK2	0.138866971438651
WIPF1	0.113629600660076
GAMT	0.133629040837702
SH3GL3	0.115678855028694
PDLIM2	-0.00587971663956668
THBS3	-0.0692888963652846
CLDN11	0.0732056298067176
FAM102A	0.12646419254496
LIMS2	-0.0395069178507129
CARHSP1	0.062151149570435
