# Variation explained: 0.47923 0.09127 0.08104 0.05181 0.04565 0.04315 0.0309 0.02813 0.02651 0.02148 0.01928 0.01886 0.01205 0.00962 0.00783 0.00678 0.0061 0.0049 0.00412 0.00308 0.00237 0.00224 0.00167 0.00114 0.00079 0
MBP	0.0265944685636976
TF	0.197856879421628
EVI2A	0.185362095077612
ASPA	0.1865596249885
MOG	0.198497520823235
FA2H	0.194811376946423
GPR37	0.197977151864039
MAG	0.173491801121685
UGT8	0.135507401425064
MAL	0.207818007826459
MOBP	0.0908127595051592
APOD	0.064229799867226
ELOVL1	0.202937010879683
LPAR1	0.119346455517246
PLLP	0.199068118911115
SOX10	0.188093794261956
EFHD1	0.19311226928542
PLA2G16	0.184608490232527
JAM3	0.205245481366025
OLIG2	0.172431789944247
NKX2-2	0.162128443327925
GSN	0.165859690759418
LITAF	0.204294332508334
PTGDS	0.127325690726452
PLP1	0.165042684002725
CERS2	0.190968383715236
TPPP3	0.164886536168851
GATM	0.0861227095604415
SLC44A1	0.0612996061118999
NDRG1	0.169267664951966
GAL3ST1	0.0699680833955608
TGFA	0.154804486625443
PDLIM2	-0.0549756775706208
PHLDB1	0.143197881073595
GAMT	0.00144835363631058
RHOG	0.166856056525536
CDC42EP1	0.156151163554808
TESK2	0.113352259634637
CARHSP1	0.0717413229668789
DNAJC24	0.0547974386165891
THBS3	0.0769796752352132
CLDN11	0.0809609022114136
LIMS2	0.0114588981008689
FAM102A	0.12354283474551
WIPF1	0.0281801568109191
