# Variation explained: 0.50109 0.08076 0.05736 0.04953 0.04405 0.03964 0.02696 0.02554 0.02343 0.01928 0.01722 0.01623 0.0154 0.01034 0.00986 0.00917 0.00746 0.00676 0.00534 0.00494 0.00444 0.00376 0.00295 0.00278 0.00253 0.00198 0.00165 0.00164 0.00144 0.00129 0.00113 0.00079 0.00071 0.00057 0.00049 0.00047 0.00028 0.00018 0.00016 0.00014 0.00011 9e-05 7e-05 2e-05 1e-05
MBP	0.0582685411440152
TF	0.19215013488943
EVI2A	0.186534349734728
ASPA	0.185770614491926
MOG	0.19286109023134
FA2H	0.198356803447216
GPR37	0.191522230256935
MAG	0.169639656412153
UGT8	0.148619516259208
MAL	0.199571388604436
MOBP	0.0711125642368771
ERBB3	0.19018097522175
APOD	0.0885739428165037
PDE8A	0.180405364521
ELOVL1	0.195839352138474
LPAR1	0.0996482740361776
PLLP	0.20047235237153
SOX10	0.179361561552189
EFHD1	0.180622392514486
PLA2G16	0.190165099456136
JAM3	0.200953679776622
OLIG2	0.161949954783068
NKX2-2	0.174418836541164
GSN	0.166413077879267
LITAF	0.195622072006429
PTGDS	0.103732848308521
VAMP3	0.177090105072093
PLP1	0.171291001527037
TPPP3	0.138479294374328
GATM	0.0628776956827042
SLC44A1	0.106397681061388
NDRG1	0.144270634608442
GAL3ST1	0.128869307920113
TGFA	0.148688172578733
PDLIM2	-0.0597940995346833
PHLDB1	0.143197120516213
GAMT	0.0131143496623982
RHOG	0.153725981001218
SH3GL3	0.122609859439794
TESK2	0.134771902900205
CARHSP1	0.0107287799799826
THBS3	0.0229220997774011
CLDN11	0.0593673287190699
LIMS2	0.0198325600484763
WIPF1	0.0366020336118617
